[2026-02-09 18:00] Container for honggfuzz/libpng/libpng_read_fuzzer started in cb16ea4019ac
Campaign launched at 2026-02-09 23:00
Persistent signature found in '/magma_out/libpng_read_fuzzer'. Enabling persistent fuzzing mode
Start time:'2026-02-09.23.00.12' bin:'/magma_out/libpng_read_fuzzer', input:'/magma/targets/libpng/corpus/libpng_read_fuzzer', output:'/magma_shared/output', persistent:true, stdin:true, mutation_rate:5, timeout:1, max_runs:0, threads:1, minimize:false, git_commit:9f448ea9e8b59960970572e24ba4444b9a4b2fe8
[2J[500BEntering phase 1/3: Dry Run
Launched new fuzzing thread, no. #0
Sz:472 Tm:34us (i/b/h/e/p/c) New:0/0/0/6/0/64, Cur:0/0/0/254/0/198
Sz:87 Tm:28us (i/b/h/e/p/c) New:0/0/0/3/0/41, Cur:0/0/0/208/0/101
Sz:224 Tm:149us (i/b/h/e/p/c) New:0/0/0/23/2/480, Cur:0/0/0/477/0/3119
Sz:480 Tm:47us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/223/0/152
Sz:240 Tm:39us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/203/0/150
Sz:140 Tm:21us (i/b/h/e/p/c) New:0/0/0/2/0/17, Cur:0/0/0/208/0/101
Sz:652 Tm:28us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/207/0/101
Sz:153 Tm:24us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/203/0/150
Sz:664 Tm:36us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/203/0/150
Sz:260 Tm:40us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/258/0/385
Sz:6567 Tm:94us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/274/0/493
Sz:153 Tm:35us (i/b/h/e/p/c) New:0/0/0/2/0/3, Cur:0/0/0/208/0/101
Sz:136 Tm:23us (i/b/h/e/p/c) New:0/0/0/1/0/14, Cur:0/0/0/234/0/203
Sz:162 Tm:23us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/207/0/101
Sz:91 Tm:24us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/208/0/101
Sz:144 Tm:28us (i/b/h/e/p/c) New:0/0/0/0/0/11, Cur:0/0/0/208/0/101
Sz:198 Tm:35us (i/b/h/e/p/c) New:0/0/0/0/0/8, Cur:0/0/0/208/0/101
Sz:380 Tm:47us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/398/0/637
Sz:128 Tm:35us (i/b/h/e/p/c) New:0/0/0/0/0/7, Cur:0/0/0/208/0/101
Sz:145 Tm:30us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/184/0/133
Sz:178 Tm:26us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/187/0/100
Sz:232 Tm:22us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/222/0/175
Sz:259 Tm:30us (i/b/h/e/p/c) New:0/0/0/3/0/35, Cur:0/0/0/208/0/101
Sz:401 Tm:23us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/207/0/101
Sz:140 Tm:28us (i/b/h/e/p/c) New:0/0/0/3/0/3, Cur:0/0/0/258/0/221
Sz:178 Tm:23us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/188/0/101
Sz:140 Tm:34us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/181/0/114
Sz:244 Tm:36us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/180/0/115
Sz:286 Tm:54us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/208/0/101
Sz:129 Tm:32us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/178/0/117
Sz:144 Tm:32us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/187/0/100
Sz:263 Tm:35us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/207/0/101
Sz:86 Tm:46us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/189/0/86
Sz:165 Tm:40us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/207/0/101
Sz:451 Tm:30us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/208/0/101
Sz:445 Tm:38us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/203/0/150
Sz:430 Tm:55us (i/b/h/e/p/c) New:0/0/0/1/0/4, Cur:0/0/0/262/0/178
Sz:128 Tm:44us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/257/0/241
Sz:58 Tm:34us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/203/0/150
Sz:202 Tm:36us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/205/0/148
Sz:260 Tm:35us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/206/0/101
Sz:6583 Tm:61us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/274/0/493
Sz:549 Tm:30us (i/b/h/e/p/c) New:0/0/0/1/0/32, Cur:0/0/0/219/0/156
Sz:232 Tm:34us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/220/0/135
Sz:498 Tm:37us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/208/0/101
Sz:6591 Tm:58us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/274/0/493
Sz:245 Tm:21us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/209/0/101
Sz:284 Tm:29us (i/b/h/e/p/c) New:0/0/0/0/0/10, Cur:0/0/0/208/0/101
Sz:314 Tm:41us (i/b/h/e/p/c) New:0/0/0/1/0/5, Cur:0/0/0/254/0/198
Sz:136 Tm:60us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/270/0/436
Sz:230 Tm:29us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/203/0/150
Sz:502 Tm:27us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/205/0/148
Sz:136 Tm:24us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/218/0/136
Sz:435 Tm:60us (i/b/h/e/p/c) New:0/0/0/21/0/882, Cur:0/0/0/307/0/384
Sz:435 Tm:31us (i/b/h/e/p/c) New:0/0/0/6/0/5, Cur:0/0/0/294/0/340
Sz:278 Tm:24us (i/b/h/e/p/c) New:0/0/0/1/0/8, Cur:0/0/0/242/0/278
Sz:180 Tm:23us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/234/0/225
Sz:129 Tm:24us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/203/0/150
Sz:284 Tm:23us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/203/0/150
Sz:190 Tm:23us (i/b/h/e/p/c) New:0/0/0/0/0/20, Cur:0/0/0/207/0/101
Sz:252 Tm:24us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/193/0/109
Sz:294 Tm:22us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/203/0/150
Sz:310 Tm:39us (i/b/h/e/p/c) New:0/0/0/7/0/24, Cur:0/0/0/282/0/362
Sz:297 Tm:29us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/203/0/150
Sz:166 Tm:30us (i/b/h/e/p/c) New:0/0/0/4/0/116, Cur:0/0/0/194/0/109
Sz:1519 Tm:50us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/207/0/150
Sz:443 Tm:59us (i/b/h/e/p/c) New:0/0/0/2/0/0, Cur:0/0/0/294/0/295
Sz:451 Tm:30us (i/b/h/e/p/c) New:0/0/0/2/0/2, Cur:0/0/0/310/0/387
Sz:386 Tm:1494us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/398/0/637
Sz:428 Tm:32us (i/b/h/e/p/c) New:0/0/0/2/0/3, Cur:0/0/0/297/0/359
Sz:439 Tm:21us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/208/0/101
Sz:796 Tm:33us (i/b/h/e/p/c) New:0/0/0/6/0/4, Cur:0/0/0/289/0/329
Sz:82 Tm:21us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/207/0/150
Sz:443 Tm:37us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/287/0/331
Sz:463 Tm:32us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/254/0/194
Sz:439 Tm:44us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/294/0/295
Sz:469 Tm:35us (i/b/h/e/p/c) New:0/0/0/2/0/5, Cur:0/0/0/245/0/389
Sz:90 Tm:27us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/206/0/151
Sz:447 Tm:32us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/287/0/353
Sz:512 Tm:36us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/244/0/237
Sz:427 Tm:61us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/501/0/1271
Sz:436 Tm:50us (i/b/h/e/p/c) New:0/0/0/2/0/1, Cur:0/0/0/292/0/336
Sz:427 Tm:93us (i/b/h/e/p/c) New:0/0/0/2/0/7, Cur:0/0/0/353/0/591
Sz:427 Tm:84us (i/b/h/e/p/c) New:0/0/0/3/1/69, Cur:0/0/0/516/0/2725
Sz:128 Tm:3962us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/383/0/448
Sz:413 Tm:34us (i/b/h/e/p/c) New:0/0/0/2/0/1, Cur:0/0/0/343/0/550
Sz:444 Tm:27us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/281/0/303
Sz:432 Tm:32us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/289/0/432
Sz:428 Tm:54us (i/b/h/e/p/c) New:0/0/0/3/0/2, Cur:0/0/0/274/0/265
Sz:128 Tm:34us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/282/0/362
Sz:433 Tm:33us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/211/0/109
Sz:152 Tm:23us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/193/0/109
Sz:436 Tm:59us (i/b/h/e/p/c) New:0/0/0/1/0/32, Cur:0/0/0/277/0/275
Sz:176 Tm:28us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/188/0/111
Sz:252 Tm:40us (i/b/h/e/p/c) New:0/0/0/3/0/38, Cur:0/0/0/193/0/109
Sz:490 Tm:41us (i/b/h/e/p/c) New:0/0/0/0/0/10, Cur:0/0/0/208/0/101
Sz:427 Tm:56us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/419/0/600
Sz:429 Tm:46us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/292/0/348
Sz:443 Tm:29us (i/b/h/e/p/c) New:0/0/0/2/0/34, Cur:0/0/0/304/0/379
Sz:436 Tm:81us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/468/0/2768
Sz:6655 Tm:45us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/274/0/493
Sz:128 Tm:30us (i/b/h/e/p/c) New:0/0/0/4/0/342, Cur:0/0/0/383/0/450
Sz:518 Tm:61us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/210/0/155
Sz:465 Tm:82us (i/b/h/e/p/c) New:0/0/0/3/1/105, Cur:0/0/0/539/0/3194
Sz:427 Tm:56us (i/b/h/e/p/c) New:0/0/0/2/0/2, Cur:0/0/0/494/0/1403
Sz:427 Tm:30us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/207/0/101
Sz:7676 Tm:35us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/219/0/220
Sz:432 Tm:58us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/454/0/675
Sz:487 Tm:47us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/243/0/241
Sz:128 Tm:27us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/226/0/135
Sz:427 Tm:150us (i/b/h/e/p/c) New:0/0/0/2/0/34, Cur:0/0/0/531/0/2807
Sz:493 Tm:34us (i/b/h/e/p/c) New:0/0/0/2/0/1, Cur:0/0/0/224/0/156
Sz:128 Tm:34us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/383/0/448
Sz:282 Tm:52us (i/b/h/e/p/c) New:0/0/0/2/0/3, Cur:0/0/0/209/0/101
Sz:120 Tm:30us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/218/0/136
Sz:524 Tm:28us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/242/0/232
Sz:128 Tm:36us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/282/0/362
Sz:441 Tm:75us (i/b/h/e/p/c) New:0/0/0/1/0/6, Cur:0/0/0/189/0/144
Sz:443 Tm:42us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/295/0/352
Sz:487 Tm:44us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/233/0/318
Sz:427 Tm:83us (i/b/h/e/p/c) New:0/0/0/0/0/12, Cur:0/0/0/449/0/626
Sz:427 Tm:42us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/307/0/422
Sz:674 Tm:56us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/287/0/314
Sz:496 Tm:36us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/448/0/638
Sz:128 Tm:57us (i/b/h/e/p/c) New:0/0/0/11/0/261, Cur:0/0/0/373/0/353
Sz:682 Tm:41us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/267/0/278
Sz:434 Tm:35us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/219/0/160
Sz:144 Tm:43us (i/b/h/e/p/c) New:0/0/0/3/0/35, Cur:0/0/0/193/0/109
Thread 0 (pid=110) initial speed set at 40 us/exec
Sz:331 Tm:40us (i/b/h/e/p/c) New:0/0/0/3/0/38, Cur:0/0/0/193/0/109
Sz:427 Tm:81us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/504/0/1318
Sz:376 Tm:150us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/447/0/669
Sz:451 Tm:26us (i/b/h/e/p/c) New:0/0/0/1/0/10, Cur:0/0/0/303/0/478
Sz:224 Tm:67us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/469/0/2616
Sz:128 Tm:24us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/282/0/362
Sz:429 Tm:26us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/243/0/393
Sz:451 Tm:31us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/233/0/190
Sz:132 Tm:40us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/233/0/203
Sz:467 Tm:48us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/285/0/345
Sz:236 Tm:95us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/475/0/2699
Sz:447 Tm:28us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/291/0/353
Sz:459 Tm:29us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/288/0/356
Sz:32 Tm:33us (i/b/h/e/p/c) New:0/0/0/3/0/36, Cur:0/0/0/193/0/109
Sz:459 Tm:25us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/263/0/244
Sz:753 Tm:28us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/306/0/389
Sz:451 Tm:24us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/231/0/202
Sz:451 Tm:27us (i/b/h/e/p/c) New:0/0/0/3/0/38, Cur:0/0/0/193/0/109
Sz:451 Tm:24us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/209/0/206
Sz:229 Tm:19us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/207/0/101
Sz:128 Tm:25us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/252/0/407
Sz:245 Tm:28us (i/b/h/e/p/c) New:0/0/0/4/0/109, Cur:0/0/0/194/0/109
Sz:230 Tm:72us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/461/0/2628
Sz:132 Tm:25us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/219/0/501
Sz:6073 Tm:44us (i/b/h/e/p/c) New:0/0/0/0/0/15, Cur:0/0/0/244/0/1183
Sz:241 Tm:67us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/476/0/2758
Sz:513 Tm:29us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/283/0/297
Sz:443 Tm:67us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/511/0/2715
Sz:78 Tm:21us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/242/0/203
Sz:447 Tm:34us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/454/0/705
Sz:232 Tm:57us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/462/0/2582
Sz:429 Tm:22us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/292/0/349
Sz:275 Tm:39us (i/b/h/e/p/c) New:0/0/0/2/0/32, Cur:0/0/0/226/0/170
Sz:128 Tm:18us (i/b/h/e/p/c) New:0/0/0/0/0/14, Cur:0/0/0/207/0/101
Sz:505 Tm:23us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/254/0/222
Sz:218 Tm:53us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/460/0/2516
Sz:136 Tm:26us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/243/0/288
Sz:447 Tm:27us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/291/0/342
Sz:154 Tm:24us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/208/0/149
Sz:78 Tm:24us (i/b/h/e/p/c) New:0/0/0/2/0/0, Cur:0/0/0/239/0/223
Sz:162 Tm:17us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/208/0/101
Sz:218 Tm:41us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/468/0/1059
Sz:513 Tm:21us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/283/0/297
Sz:136 Tm:24us (i/b/h/e/p/c) New:0/0/0/2/0/43, Cur:0/0/0/241/0/198
Sz:439 Tm:21us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/208/0/101
Sz:433 Tm:62us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/193/0/109
Sz:72 Tm:28us (i/b/h/e/p/c) New:0/0/0/1/0/3, Cur:0/0/0/239/0/223
Sz:451 Tm:26us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/294/0/459
Sz:132 Tm:19us (i/b/h/e/p/c) New:0/0/0/2/0/2, Cur:0/0/0/209/0/101
Sz:234 Tm:71us (i/b/h/e/p/c) New:0/0/0/2/0/1, Cur:0/0/0/476/0/2673
Sz:429 Tm:29us (i/b/h/e/p/c) New:0/0/0/0/0/9, Cur:0/0/0/299/0/491
Sz:521 Tm:35us (i/b/h/e/p/c) New:0/0/0/4/0/110, Cur:0/0/0/194/0/109
Sz:68 Tm:25us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/239/0/223
Sz:172 Tm:21us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/208/0/101
Sz:141 Tm:20us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/207/0/101
Sz:224 Tm:52us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/467/0/2485
Sz:87 Tm:20us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/234/0/156
Sz:135 Tm:25us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/220/0/155
Sz:128 Tm:20us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/208/0/101
Sz:459 Tm:25us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/287/0/337
Sz:157 Tm:19us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/203/0/150
Sz:284 Tm:27us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/272/0/342
Sz:440 Tm:21us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/208/0/101
Sz:234 Tm:90us (i/b/h/e/p/c) New:0/0/0/12/0/402, Cur:0/0/0/457/0/2667
Sz:144 Tm:24us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/234/0/203
Sz:232 Tm:66us (i/b/h/e/p/c) New:0/0/0/0/0/61, Cur:0/0/0/457/0/3050
Sz:427 Tm:44us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/307/0/407
Sz:376 Tm:87us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/485/0/2978
Sz:224 Tm:25us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/383/0/448
Sz:132 Tm:23us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/208/0/101
Sz:376 Tm:22us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/209/0/155
Sz:218 Tm:25us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/267/0/444
Sz:421 Tm:25us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/224/0/156
Sz:380 Tm:30us (i/b/h/e/p/c) New:0/0/0/3/0/1, Cur:0/0/0/343/0/524
Sz:471 Tm:25us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/283/0/345
Sz:427 Tm:23us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/298/0/481
Sz:474 Tm:29us (i/b/h/e/p/c) New:0/0/0/1/0/9, Cur:0/0/0/293/0/431
Sz:140 Tm:39us (i/b/h/e/p/c) New:0/0/0/5/0/159, Cur:0/0/0/234/0/203
Sz:380 Tm:31us (i/b/h/e/p/c) New:0/0/0/4/0/160, Cur:0/0/0/255/0/357
Sz:509 Tm:28us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/296/0/594
Sz:429 Tm:21us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/294/0/396
Sz:238 Tm:18us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/193/0/109
Sz:432 Tm:26us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/257/0/394
Sz:376 Tm:48us (i/b/h/e/p/c) New:0/0/0/14/0/362, Cur:0/0/0/437/0/580
Sz:376 Tm:106us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/473/0/2955
Sz:128 Tm:24us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/282/0/362
