[2026-02-10 07:57] Container for honggfuzz/php/json started in 9f0c8baddeab
/magma/targets/php/corpus/json/1.json: exit_code 137
/magma/targets/php/corpus/json/10.json: exit_code 137
/magma/targets/php/corpus/json/11.json: exit_code 137
/magma/targets/php/corpus/json/12.json: exit_code 137
Campaign launched at 2026-02-10 12:57
Persistent signature found in '/magma_out/json'. Enabling persistent fuzzing mode
Start time:'2026-02-10.12.57.29' bin:'/magma_out/json', input:'/magma/targets/php/corpus/json', output:'/magma_shared/output', persistent:true, stdin:true, mutation_rate:5, timeout:1, max_runs:0, threads:1, minimize:false, git_commit:9f448ea9e8b59960970572e24ba4444b9a4b2fe8
[2J[500BEntering phase 1/3: Dry Run
Launched new fuzzing thread, no. #0
Sz:10 Tm:109us (i/b/h/e/p/c) New:0/0/0/2/0/63, Cur:0/0/0/488/0/344
Sz:106 Tm:130us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/482/0/312
Sz:80 Tm:124us (i/b/h/e/p/c) New:0/0/0/2/0/2, Cur:0/0/0/481/0/311
Sz:88 Tm:97us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/479/0/309
Sz:33 Tm:301us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/515/0/345
Sz:36 Tm:135us (i/b/h/e/p/c) New:0/0/0/1/0/4, Cur:0/0/0/489/0/345
Sz:18 Tm:206us (i/b/h/e/p/c) New:0/0/0/1/0/34, Cur:0/0/0/480/0/310
Sz:23 Tm:70us (i/b/h/e/p/c) New:0/0/0/1/0/28, Cur:0/0/0/479/0/309
Sz:147 Tm:107us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/481/0/311
Sz:22 Tm:88us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/479/0/309
Sz:26 Tm:82us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/487/0/343
Sz:39 Tm:75us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/514/0/344
Sz:30 Tm:89us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/479/0/309
Sz:30 Tm:87us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/479/0/309
Sz:55 Tm:89us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/479/0/309
Sz:30 Tm:478us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/514/0/344
Sz:36 Tm:356us (i/b/h/e/p/c) New:0/0/0/1/0/61, Cur:0/0/0/479/0/309
Sz:30 Tm:103us (i/b/h/e/p/c) New:0/0/0/1/0/90, Cur:0/0/0/514/0/344
Sz:66 Tm:115us (i/b/h/e/p/c) New:0/0/0/3/0/89, Cur:0/0/0/516/0/346
Sz:41 Tm:96us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/487/0/343
Sz:40 Tm:158us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/487/0/343
Sz:16 Tm:149us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/479/0/309
Sz:43 Tm:220us (i/b/h/e/p/c) New:0/0/0/2/0/91, Cur:0/0/0/482/0/312
Sz:18 Tm:84us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/487/0/321
Sz:108 Tm:117us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/488/0/340
Sz:40 Tm:80us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/480/0/310
Sz:129 Tm:114us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/486/0/316
Sz:50 Tm:88us (i/b/h/e/p/c) New:0/0/0/1/0/30, Cur:0/0/0/489/0/345
Sz:71 Tm:98us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/479/0/309
Sz:62 Tm:158us (i/b/h/e/p/c) New:0/0/0/1/0/87, Cur:0/0/0/488/0/344
Sz:29 Tm:92us (i/b/h/e/p/c) New:0/0/0/2/0/152, Cur:0/0/0/483/0/313
Sz:66 Tm:105us (i/b/h/e/p/c) New:0/0/0/1/0/87, Cur:0/0/0/488/0/344
Sz:117 Tm:79us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/482/0/312
Sz:49 Tm:106us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/480/0/310
Sz:121 Tm:96us (i/b/h/e/p/c) New:0/0/0/1/0/58, Cur:0/0/0/480/0/310
Sz:18 Tm:83us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/479/0/309
Sz:36 Tm:92us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/515/0/345
Sz:40 Tm:87us (i/b/h/e/p/c) New:0/0/0/1/0/33, Cur:0/0/0/482/0/312
Sz:68 Tm:180us (i/b/h/e/p/c) New:0/0/0/16/0/573, Cur:0/0/0/591/0/1012
Sz:73 Tm:115us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/488/0/344
Sz:39 Tm:79us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/481/0/311
Sz:48 Tm:85us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/480/0/310
Sz:1028 Tm:119us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/533/0/429
Sz:18 Tm:100us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/488/0/344
Sz:85 Tm:131us (i/b/h/e/p/c) New:0/0/0/1/0/57, Cur:0/0/0/479/0/309
Sz:15 Tm:128us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/505/0/385
Sz:34 Tm:111us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/514/0/344
Sz:44 Tm:122us (i/b/h/e/p/c) New:0/0/0/1/0/28, Cur:0/0/0/480/0/310
Sz:20 Tm:249us (i/b/h/e/p/c) New:0/0/0/2/0/2, Cur:0/0/0/484/0/314
Sz:95 Tm:121us (i/b/h/e/p/c) New:0/0/0/3/0/35, Cur:0/0/0/490/0/346
Sz:108 Tm:2427us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/485/0/319
Sz:40 Tm:79us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/480/0/310
Sz:54 Tm:84us (i/b/h/e/p/c) New:0/0/0/1/0/3, Cur:0/0/0/488/0/344
Sz:59 Tm:297us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/479/0/309
Sz:93 Tm:85us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/479/0/309
Sz:20 Tm:108us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/479/0/309
Sz:30 Tm:106us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/479/0/309
Sz:62 Tm:195us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/504/0/384
Sz:20 Tm:79us (i/b/h/e/p/c) New:0/0/0/1/0/27, Cur:0/0/0/479/0/309
Sz:1028 Tm:100us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/506/0/402
Sz:62 Tm:102us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/488/0/344
Sz:8 Tm:73us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/479/0/309
Sz:48 Tm:76us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/481/0/311
Sz:40 Tm:94us (i/b/h/e/p/c) New:0/0/0/2/0/32, Cur:0/0/0/482/0/312
Sz:120 Tm:92us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/481/0/311
Sz:48 Tm:111us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/482/0/312
Sz:38 Tm:81us (i/b/h/e/p/c) New:0/0/0/1/0/31, Cur:0/0/0/480/0/310
Sz:5 Tm:99us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/474/0/312
Sz:34 Tm:83us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/479/0/309
Sz:28 Tm:82us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/479/0/309
Sz:24 Tm:79us (i/b/h/e/p/c) New:0/0/0/1/0/30, Cur:0/0/0/479/0/309
Sz:11 Tm:113us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/480/0/310
Sz:39 Tm:120us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/515/0/345
Sz:21 Tm:141us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/492/0/348
Sz:16 Tm:101us (i/b/h/e/p/c) New:0/0/0/2/0/62, Cur:0/0/0/494/0/350
Sz:33 Tm:100us (i/b/h/e/p/c) New:0/0/0/1/0/27, Cur:0/0/0/488/0/344
Sz:4 Tm:76us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/503/0/383
Sz:79 Tm:112us (i/b/h/e/p/c) New:0/0/0/2/0/2, Cur:0/0/0/517/0/347
Sz:10 Tm:282us (i/b/h/e/p/c) New:0/0/0/2/0/29, Cur:0/0/0/600/0/996
Sz:16 Tm:80us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/489/0/345
Sz:9 Tm:150us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/503/0/383
Sz:26 Tm:112us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/482/0/312
Sz:79 Tm:184us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/481/0/311
Sz:21 Tm:100us (i/b/h/e/p/c) New:0/0/0/1/0/3, Cur:0/0/0/491/0/347
Sz:20 Tm:281us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/488/0/344
Sz:46 Tm:104us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/488/0/344
Sz:40 Tm:110us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/490/0/346
Sz:50 Tm:92us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/488/0/344
Sz:59 Tm:121us (i/b/h/e/p/c) New:0/0/0/1/0/34, Cur:0/0/0/490/0/346
Sz:85 Tm:82us (i/b/h/e/p/c) New:0/0/0/1/0/88, Cur:0/0/0/488/0/344
Sz:27 Tm:114us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/479/0/309
Sz:16 Tm:113us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/483/0/313
Sz:113 Tm:79us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/484/0/318
Sz:44 Tm:102us (i/b/h/e/p/c) New:0/0/0/1/0/64, Cur:0/0/0/482/0/312
Sz:40 Tm:94us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/480/0/310
Sz:28 Tm:99us (i/b/h/e/p/c) New:0/0/0/1/0/3, Cur:0/0/0/482/0/312
Sz:56 Tm:99us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/482/0/312
Sz:47 Tm:128us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/482/0/312
Sz:59 Tm:83us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/480/0/310
Sz:63 Tm:100us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/481/0/311
Sz:57 Tm:167us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/482/0/312
Sz:80 Tm:161us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/480/0/310
Sz:80 Tm:94us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/480/0/310
Sz:25 Tm:89us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/479/0/309
Sz:28 Tm:103us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/479/0/309
Sz:56 Tm:84us (i/b/h/e/p/c) New:0/0/0/1/0/28, Cur:0/0/0/479/0/309
Sz:74 Tm:103us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/479/0/309
Sz:142 Tm:232us (i/b/h/e/p/c) New:0/0/0/1/0/10, Cur:0/0/0/517/0/347
Sz:28 Tm:224us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/511/0/453
Sz:29 Tm:118us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/495/0/351
Sz:63 Tm:92us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/517/0/347
Sz:32 Tm:122us (i/b/h/e/p/c) New:0/0/0/1/0/3, Cur:0/0/0/494/0/352
Sz:21 Tm:95us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/490/0/346
Sz:44 Tm:76us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/488/0/344
Sz:115 Tm:114us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/488/0/318
Sz:125 Tm:107us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/487/0/317
Sz:122 Tm:156us (i/b/h/e/p/c) New:0/0/0/1/0/3, Cur:0/0/0/483/0/313
Sz:113 Tm:177us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/480/0/310
Sz:102 Tm:86us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/480/0/310
Sz:58 Tm:90us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/483/0/313
Sz:20 Tm:108us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/482/0/312
Sz:59 Tm:107us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/482/0/312
Sz:64 Tm:272us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/480/0/310
Sz:80 Tm:325us (i/b/h/e/p/c) New:0/0/0/2/0/36, Cur:0/0/0/482/0/312
Sz:107 Tm:77us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/487/0/331
Sz:72 Tm:147us (i/b/h/e/p/c) New:0/0/0/4/0/50, Cur:0/0/0/590/0/786
Sz:36 Tm:96us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/535/0/515
Sz:24 Tm:309us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/488/0/344
Sz:106 Tm:281us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/481/0/311
