[2026-02-09 18:05] Container for honggfuzz/openssl/asn1parse started in 8cc075d4fc81
Campaign launched at 2026-02-09 23:05
Persistent signature found in '/magma_out/asn1parse'. Enabling persistent fuzzing mode
Start time:'2026-02-09.23.05.29' bin:'/magma_out/asn1parse', input:'/magma/targets/openssl/corpus/asn1parse', output:'/magma_shared/output', persistent:true, stdin:true, mutation_rate:5, timeout:1, max_runs:0, threads:1, minimize:false, git_commit:9f448ea9e8b59960970572e24ba4444b9a4b2fe8
[2J[500BEntering phase 1/3: Dry Run
Launched new fuzzing thread, no. #0
Sz:162 Tm:295us (i/b/h/e/p/c) New:0/0/0/0/0/21, Cur:0/0/0/166/0/2955
Sz:16 Tm:146us (i/b/h/e/p/c) New:0/0/0/6/0/98, Cur:0/0/0/170/0/158
Sz:32 Tm:107us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/172/0/336
Sz:64 Tm:144us (i/b/h/e/p/c) New:0/0/0/0/0/8, Cur:0/0/0/172/0/696
Sz:128 Tm:263us (i/b/h/e/p/c) New:0/0/0/1/0/20, Cur:0/0/0/173/0/1589
Sz:203 Tm:445us (i/b/h/e/p/c) New:0/0/0/0/0/32, Cur:0/0/0/147/0/2767
Sz:4 Tm:53us (i/b/h/e/p/c) New:0/0/0/2/0/161, Cur:0/0/0/54/0/90
Sz:6 Tm:64us (i/b/h/e/p/c) New:0/0/0/1/0/65, Cur:0/0/0/30/0/65
Sz:4 Tm:96us (i/b/h/e/p/c) New:0/0/0/1/0/4, Cur:0/0/0/106/0/103
Sz:8 Tm:150us (i/b/h/e/p/c) New:0/0/0/14/0/273, Cur:0/0/0/120/0/135
Sz:16 Tm:135us (i/b/h/e/p/c) New:0/0/0/1/0/30, Cur:0/0/0/119/0/312
Sz:21 Tm:156us (i/b/h/e/p/c) New:0/0/0/0/0/22, Cur:0/0/0/93/0/397
Sz:4 Tm:50us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/56/0/89
Sz:150 Tm:270us (i/b/h/e/p/c) New:0/0/0/2/0/15, Cur:0/0/0/155/0/1532
Sz:32 Tm:185us (i/b/h/e/p/c) New:0/0/0/0/0/8, Cur:0/0/0/114/0/808
Sz:22 Tm:64us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/137/0/188
Sz:16 Tm:67us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/134/0/124
Sz:4 Tm:68us (i/b/h/e/p/c) New:0/0/0/3/0/11, Cur:0/0/0/112/0/68
Sz:8 Tm:70us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/112/0/158
Sz:16 Tm:146us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/112/0/338
Sz:32 Tm:167us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/112/0/698
Sz:64 Tm:291us (i/b/h/e/p/c) New:0/0/0/0/0/12, Cur:0/0/0/112/0/1418
Sz:128 Tm:668us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/112/0/2858
Sz:256 Tm:1020us (i/b/h/e/p/c) New:0/0/0/0/0/74, Cur:0/0/0/112/0/5660
Sz:512 Tm:2031us (i/b/h/e/p/c) New:0/0/0/0/0/74, Cur:0/0/0/109/0/8545
Sz:32 Tm:140us (i/b/h/e/p/c) New:0/0/0/2/0/2, Cur:0/0/0/97/0/377
Sz:64 Tm:206us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/99/0/707
Sz:128 Tm:445us (i/b/h/e/p/c) New:0/0/0/0/0/7, Cur:0/0/0/99/0/1015
Sz:256 Tm:1045us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/93/0/766
Sz:384 Tm:1396us (i/b/h/e/p/c) New:0/0/0/0/0/15, Cur:0/0/0/67/0/1168
Sz:8 Tm:83us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/32/0/86
Sz:16 Tm:183us (i/b/h/e/p/c) New:0/0/0/1/0/33, Cur:0/0/0/73/0/111
Sz:32 Tm:158us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/73/0/113
Sz:64 Tm:253us (i/b/h/e/p/c) New:0/0/0/1/0/12, Cur:0/0/0/99/0/164
Sz:77 Tm:271us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/99/0/170
Sz:4 Tm:71us (i/b/h/e/p/c) New:0/0/0/2/0/128, Cur:0/0/0/53/0/87
Sz:8 Tm:73us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/53/0/89
Sz:16 Tm:113us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/53/0/95
Sz:24 Tm:315us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/27/0/75
Sz:4 Tm:64us (i/b/h/e/p/c) New:0/0/0/7/0/187, Cur:0/0/0/62/0/195
Sz:8 Tm:80us (i/b/h/e/p/c) New:0/0/0/0/0/32, Cur:0/0/0/61/0/316
Sz:16 Tm:126us (i/b/h/e/p/c) New:0/0/0/0/0/63, Cur:0/0/0/62/0/671
Sz:32 Tm:194us (i/b/h/e/p/c) New:0/0/0/1/0/20, Cur:0/0/0/62/0/1267
Sz:49 Tm:298us (i/b/h/e/p/c) New:0/0/0/0/0/40, Cur:0/0/0/63/0/1979
Sz:4 Tm:70us (i/b/h/e/p/c) New:0/0/0/2/0/2, Cur:0/0/0/54/0/87
Sz:8 Tm:69us (i/b/h/e/p/c) New:0/0/0/1/0/3, Cur:0/0/0/54/0/90
Sz:16 Tm:149us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/54/0/99
Sz:32 Tm:217us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/54/0/114
Sz:64 Tm:346us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/54/0/147
Sz:128 Tm:668us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/54/0/210
Sz:256 Tm:1703us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/54/0/339
Sz:3 Tm:111us (i/b/h/e/p/c) New:0/0/0/12/0/418, Cur:0/0/0/37/0/62
Sz:16 Tm:80us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/53/0/95
Sz:24 Tm:121us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/27/0/75
Sz:4 Tm:82us (i/b/h/e/p/c) New:0/0/0/2/0/99, Cur:0/0/0/27/0/63
Sz:8 Tm:104us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/27/0/67
Sz:16 Tm:159us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/27/0/75
Sz:32 Tm:282us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/27/0/91
Sz:128 Tm:881us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/27/0/187
Sz:256 Tm:1771us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/27/0/263
Sz:4 Tm:109us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/26/0/62
Sz:8 Tm:106us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/26/0/64
Sz:16 Tm:197us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/26/0/68
Sz:32 Tm:272us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/26/0/76
Sz:128 Tm:828us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/26/0/124
Sz:256 Tm:1678us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/26/0/162
Sz:4 Tm:92us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/37/0/64
Sz:4 Tm:67us (i/b/h/e/p/c) New:0/0/0/1/0/31, Cur:0/0/0/27/0/61
Sz:8 Tm:104us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/27/0/65
Sz:16 Tm:158us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/27/0/72
Sz:32 Tm:262us (i/b/h/e/p/c) New:0/0/0/2/0/35, Cur:0/0/0/37/0/121
Sz:48 Tm:413us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/37/0/180
Sz:32 Tm:204us (i/b/h/e/p/c) New:0/0/0/0/0/25, Cur:0/0/0/87/0/175
Sz:64 Tm:400us (i/b/h/e/p/c) New:0/0/0/1/0/11, Cur:0/0/0/88/0/290
Sz:128 Tm:661us (i/b/h/e/p/c) New:0/0/0/0/0/42, Cur:0/0/0/88/0/550
Sz:256 Tm:1180us (i/b/h/e/p/c) New:0/0/0/0/0/18, Cur:0/0/0/88/0/1042
Sz:512 Tm:4391us (i/b/h/e/p/c) New:0/0/0/1/0/15, Cur:0/0/0/97/0/1970
Sz:867 Tm:3956us (i/b/h/e/p/c) New:0/0/0/0/0/38, Cur:0/0/0/96/0/2893
Sz:46 Tm:209us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/63/0/160
Sz:66 Tm:193us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/119/0/588
Sz:64 Tm:117us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/61/0/198
Sz:128 Tm:243us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/154/0/777
Sz:256 Tm:425us (i/b/h/e/p/c) New:0/0/0/0/0/18, Cur:0/0/0/157/0/2616
Sz:512 Tm:952us (i/b/h/e/p/c) New:0/0/0/0/0/76, Cur:0/0/0/156/0/5271
Sz:556 Tm:950us (i/b/h/e/p/c) New:0/0/0/4/0/37, Cur:0/0/0/150/0/3972
Sz:8 Tm:84us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/35/0/77
Sz:18 Tm:50us (i/b/h/e/p/c) New:0/0/0/1/0/11, Cur:0/0/0/35/0/90
Sz:4 Tm:83us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/64/0/102
Sz:8 Tm:110us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/65/0/185
Sz:12 Tm:101us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/65/0/269
Sz:4 Tm:83us (i/b/h/e/p/c) New:0/0/0/1/0/3, Cur:0/0/0/24/0/60
Sz:512 Tm:702us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/153/0/705
Sz:1024 Tm:1597us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/155/0/1648
Sz:2048 Tm:3654us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/157/0/3344
Sz:4096 Tm:7719us (i/b/h/e/p/c) New:0/0/0/0/0/12, Cur:0/0/0/157/0/5420
Sz:8192 Tm:18069us (i/b/h/e/p/c) New:0/0/0/0/0/24, Cur:0/0/0/120/0/3060
Sz:15940 Tm:29772us (i/b/h/e/p/c) New:0/0/0/1/0/33, Cur:0/0/0/123/0/3638
Sz:4 Tm:164us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/59/0/80
Sz:6 Tm:101us (i/b/h/e/p/c) New:0/0/0/0/0/15, Cur:0/0/0/33/0/73
Sz:6 Tm:64us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/29/0/65
Sz:4 Tm:103us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/22/0/60
Sz:8 Tm:123us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/22/0/62
Sz:16 Tm:142us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/22/0/66
Sz:4 Tm:112us (i/b/h/e/p/c) New:0/0/0/16/0/312, Cur:0/0/0/70/0/193
Sz:7 Tm:83us (i/b/h/e/p/c) New:0/0/0/0/0/16, Cur:0/0/0/70/0/330
Sz:4 Tm:91us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/22/0/59
Sz:16 Tm:116us (i/b/h/e/p/c) New:0/0/0/1/0/32, Cur:0/0/0/23/0/59
Sz:32 Tm:198us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/58/0/493
Sz:64 Tm:353us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/59/0/1441
Sz:128 Tm:700us (i/b/h/e/p/c) New:0/0/0/0/0/29, Cur:0/0/0/59/0/2832
Sz:256 Tm:1383us (i/b/h/e/p/c) New:0/0/0/0/0/13, Cur:0/0/0/70/0/2973
Sz:7 Tm:90us (i/b/h/e/p/c) New:0/0/0/3/0/129, Cur:0/0/0/26/0/64
Sz:48 Tm:304us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/35/0/237
Sz:9 Tm:82us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/21/0/80
Sz:4 Tm:87us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/16/0/60
Sz:6 Tm:89us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/16/0/61
Sz:4 Tm:92us (i/b/h/e/p/c) New:0/0/0/9/0/56, Cur:0/0/0/39/0/99
Sz:6 Tm:97us (i/b/h/e/p/c) New:0/0/0/0/0/19, Cur:0/0/0/39/0/130
Sz:4 Tm:85us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/16/0/60
Sz:6 Tm:92us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/16/0/61
Sz:86 Tm:643us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/17/0/141
Sz:64 Tm:355us (i/b/h/e/p/c) New:0/0/0/0/0/7, Cur:0/0/0/50/0/409
Sz:128 Tm:679us (i/b/h/e/p/c) New:0/0/0/0/0/7, Cur:0/0/0/48/0/786
Sz:256 Tm:1420us (i/b/h/e/p/c) New:0/0/0/0/0/11, Cur:0/0/0/50/0/1561
Sz:512 Tm:2747us (i/b/h/e/p/c) New:0/0/0/0/0/24, Cur:0/0/0/48/0/2682
Sz:16 Tm:134us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/17/0/73
Sz:32 Tm:239us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/17/0/89
Sz:128 Tm:823us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/17/0/185
Sz:256 Tm:1842us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/17/0/261
Sz:4 Tm:113us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/19/0/63
Sz:8 Tm:79us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/29/0/73
Sz:16 Tm:140us (i/b/h/e/p/c) New:0/0/0/0/0/20, Cur:0/0/0/29/0/109
Sz:32 Tm:263us (i/b/h/e/p/c) New:0/0/0/0/0/11, Cur:0/0/0/29/0/169
Sz:48 Tm:588us (i/b/h/e/p/c) New:0/0/0/0/0/11, Cur:0/0/0/26/0/240
Sz:4 Tm:81us (i/b/h/e/p/c) New:0/0/0/1/0/2, Cur:0/0/0/16/0/60
Sz:8 Tm:101us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/16/0/62
Sz:16 Tm:156us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/16/0/66
Sz:32 Tm:284us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/16/0/74
Sz:512 Tm:738us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/28/0/182
Sz:4 Tm:65us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/25/0/61
Sz:8 Tm:78us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/25/0/69
Sz:16 Tm:126us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/25/0/93
Sz:24 Tm:171us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/22/0/116
Sz:4 Tm:79us (i/b/h/e/p/c) New:0/0/0/2/0/31, Cur:0/0/0/36/0/67
Sz:8 Tm:80us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/36/0/94
Sz:16 Tm:123us (i/b/h/e/p/c) New:0/0/0/0/0/14, Cur:0/0/0/36/0/148
Sz:32 Tm:188us (i/b/h/e/p/c) New:0/0/0/0/0/19, Cur:0/0/0/36/0/256
Sz:64 Tm:333us (i/b/h/e/p/c) New:0/0/0/0/0/12, Cur:0/0/0/36/0/471
Sz:128 Tm:722us (i/b/h/e/p/c) New:0/0/0/0/0/7, Cur:0/0/0/36/0/889
Sz:64 Tm:293us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/16/0/74
Sz:8 Tm:70us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/17/0/65
Sz:16 Tm:119us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/17/0/73
Sz:32 Tm:219us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/17/0/89
Sz:8 Tm:1801us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/19/0/69
Sz:16 Tm:181us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/19/0/81
Sz:32 Tm:284us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/19/0/104
Sz:48 Tm:285us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/17/0/89
Sz:8 Tm:109us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/20/0/64
Sz:16 Tm:143us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/23/0/79
Sz:32 Tm:285us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/23/0/103
Sz:64 Tm:415us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/22/0/152
Sz:128 Tm:798us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/20/0/304
Sz:158 Tm:955us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/20/0/364
Sz:12 Tm:129us (i/b/h/e/p/c) New:0/0/0/0/0/6, Cur:0/0/0/27/0/99
Sz:64 Tm:308us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/25/0/221
Sz:128 Tm:692us (i/b/h/e/p/c) New:0/0/0/0/0/7, Cur:0/0/0/25/0/389
Sz:256 Tm:1352us (i/b/h/e/p/c) New:0/0/0/0/0/7, Cur:0/0/0/25/0/733
Sz:8 Tm:63us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/18/0/61
Sz:9 Tm:92us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/15/0/61
Sz:128 Tm:406us (i/b/h/e/p/c) New:0/0/0/0/0/24, Cur:0/0/0/40/0/310
Sz:256 Tm:1125us (i/b/h/e/p/c) New:0/0/0/0/0/11, Cur:0/0/0/49/0/1046
Sz:361 Tm:1798us (i/b/h/e/p/c) New:0/0/0/0/0/18, Cur:0/0/0/50/0/1725
Sz:8 Tm:89us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/15/0/62
Sz:16 Tm:134us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/15/0/66
Sz:32 Tm:271us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/15/0/74
Sz:256 Tm:590us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/20/0/141
Sz:512 Tm:1087us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/20/0/225
Sz:1024 Tm:2118us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/20/0/329
Sz:5 Tm:65us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/26/0/64
Sz:256 Tm:332us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/18/0/60
Sz:512 Tm:473us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/18/0/61
Sz:1990 Tm:9181us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/22/0/407
Sz:5 Tm:61us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/24/0/64
Sz:32 Tm:248us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/12/0/74
Sz:512 Tm:1079us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/22/0/345
Sz:1024 Tm:2244us (i/b/h/e/p/c) New:0/0/0/0/0/7, Cur:0/0/0/22/0/646
Sz:512 Tm:1606us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/19/0/166
Sz:1024 Tm:3355us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/19/0/275
Sz:128 Tm:1142us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/13/0/247
Sz:256 Tm:1952us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/13/0/362
Sz:32 Tm:158us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/24/0/70
Sz:128 Tm:500us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/49/0/159
Sz:256 Tm:1144us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/49/0/307
Sz:512 Tm:2212us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/49/0/644
Sz:385 Tm:1878us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/14/0/106
Sz:1024 Tm:1979us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/19/0/170
Sz:1155 Tm:2155us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/15/0/185
Sz:15 Tm:102us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/14/0/66
Sz:32 Tm:173us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/26/0/168
Sz:48 Tm:255us (i/b/h/e/p/c) New:0/0/0/0/0/3, Cur:0/0/0/22/0/239
Sz:8 Tm:86us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/14/0/60
Sz:2 Tm:70us (i/b/h/e/p/c) New:0/0/0/1/0/1, Cur:0/0/0/14/0/60
Sz:8 Tm:73us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/26/0/72
Sz:16 Tm:126us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/26/0/108
Sz:24 Tm:174us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/22/0/143
Sz:8 Tm:83us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/11/0/62
Sz:132 Tm:61us (i/b/h/e/p/c) New:0/0/0/1/0/10, Cur:0/0/0/23/0/261
Sz:8 Tm:116us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/31/0/148
Sz:16 Tm:260us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/31/0/256
Sz:32 Tm:286us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/31/0/471
